Id,region_code,region_name,TauxGrippe,week_year,date,saison,tminsol,nbas,n,td,ff,t,u,vv
5523,42,ALSACE,66,201152,2011-12-26,Hiver,-0.5675491518780702,0.034921740538784676,1.8080079517627063,-0.7631450140296312,-0.16750280006226004,-0.9196705469987531,0.729674233670303,1.1112050768658936
5524,72,AQUITAINE,24,201152,2011-12-26,Hiver,-0.7427108070972123,0.26107746984882435,0.9298751497716286,-0.31414716290431255,-0.825671229002635,-0.7205804793393875,1.500848882548859,-0.632799767465244
5525,83,AUVERGNE,91,201152,2011-12-26,Hiver,-0.9554071027204356,0.5875998311552776,0.6612543203847648,-0.919420889514673,-1.01908276165678,-1.053282237224602,0.7953904907434187,-0.004337016773306627
5526,25,BASSE-NORMANDIE,49,201152,2011-12-26,Hiver,-0.45494523066577675,1.1909568060215272,0.9034477317290016,-0.1557385062083694,2.0777214383299687,-0.5141130842176986,1.181485766928191,-0.8143710300111454
5527,26,BOURGOGNE,33,201152,2011-12-26,Hiver,-0.7927569943026772,0.034921740538784676,1.8175492935597592,-0.7025448852851738,-0.4985479566363827,-1.126775561156884,1.8039921753873207,-0.3980643900312632
5528,53,BRETAGNE,50,201152,2011-12-26,Hiver,0.0204935477861546,1.5978252404088498,1.1575718073521115,-0.033802703678538965,1.9408504030059663,-0.3659197235240091,1.02777841430632,-0.6251315113661945
5529,24,CENTRE,30,201152,2011-12-26,Hiver,-0.2922951222480084,1.8275849502921797,1.387804632354141,-0.30946741976066194,0.2376904798169265,-0.788265035352479,1.7725626611349639,-1.1075857034560137
5530,21,CHAMPAGNE-ARDENNE,13,201152,2011-12-26,Hiver,-0.4924798710698779,0.6480586263267578,0.8694731086462281,-0.492749874360077,0.7851882387664378,-0.8366630779420275,1.3087392235319584,-1.0294267032647322
5531,94,CORSE,19,201152,2011-12-26,Hiver,-0.8302916347067784,-1.0292282718933135,-1.7258303748746395,-0.8265446052432737,-0.7172474718391972,-0.5544101059169357,-0.6522719839107186,1.3259449561793142
5532,43,FRANCHE-COMTE,20,201152,2011-12-26,Hiver,-1.0429879303300016,0.26598552354073995,0.6364431948373377,-1.016743378884159,-0.7127536461843447,-1.1926851462218537,0.9868248048259729,-0.4571629702624774
5533,23,HAUTE-NORMANDIE,53,201152,2011-12-26,Hiver,-0.5925722454808077,1.5956577016675058,1.265601060941569,-0.28130812080603673,1.0233609984736114,-0.7773720286158,1.8363740991624808,-0.4147563554400792
5534,91,LANGUEDOC-ROUSSILLON,95,201152,2011-12-26,Hiver,-0.3923874966589481,-1.5042699330112481,-1.497073091145671,-0.7425607311680789,1.3738793995520953,-0.38039777045249834,-0.9475189359783384,3.0244652200764275
5535,74,LIMOUSIN,108,201152,2011-12-26,Hiver,-0.5175029646726054,0.5694716837804701,0.9782799629281499,-0.4792465848028852,-0.33976611683159996,-0.8261837296890139,1.3906464424926541,-0.5067877322886881
5536,41,LORRAINE,71,201152,2011-12-26,Hiver,-0.442433683864413,0.034921740538784676,1.8113650905431498,-0.5586195795170927,0.48110603612142916,-0.9847528150963745,1.7049415850162495,0.7277410066633578
5537,73,MIDI-PYRENEES,23,201152,2011-12-26,Hiver,-0.8227847066259482,0.38573637132756444,-0.44650562178460096,-0.7335036467089736,-0.2765529692866769,-0.8428955324293435,0.6378619556725017,0.16194026144277757
5538,31,NORD-PAS-DE-CALAIS,107,201152,2011-12-26,Hiver,-0.11713346702887632,1.8633312149837342,1.1697414067475365,-0.2753798473419073,1.7258957425155286,-0.6281792021716525,1.2134982712520812,0.22179400109613
5539,52,PAYS-DE-LA-LOIRE,15,201152,2011-12-26,Hiver,-0.3173182158507458,1.244009607302775,0.7741625622853686,-0.118609949068195,0.37625010417487437,-0.5614423001393433,1.522078956638884,-1.1106308593076222
5540,22,PICARDIE,61,201152,2011-12-26,Hiver,-0.017041092617946556,1.6453643495927461,1.3000829509394223,-0.2421156462376139,1.9625705603377517,-0.563648478718927,1.07444648092346,-0.7454582303147476
5541,54,POITOU-CHARENTES,28,201152,2011-12-26,Hiver,-0.4174105902616756,1.167863253034322,0.990427090908852,-0.08452237664944033,1.2795090608001953,-0.5188354763211888,1.4582675186113667,-0.6468423447526611
5542,93,PROVENCE-ALPES-COTE-D-AZUR,20,201152,2011-12-26,Hiver,-1.2223201011495883,-1.3373635533783774,-2.0953605994144646,-1.2368305312400583,0.4305504975043398,-0.7304217907190979,-1.1756210166886454,1.4193297356286374
5543,11,ILE-DE-FRANCE,73,201152,2011-12-26,Hiver,-0.4674567774671405,1.4450751358387568,0.6512717087398107,-0.3774778903352916,0.1815176591312719,-0.7839905643545423,1.525888594730081,-0.9498015169226762
5544,82,RHONE-ALPES,66,201152,2011-12-26,Hiver,-0.8678262751108695,0.8058278670446845,0.46001471309912395,-0.9279839511850764,-0.481321624959449,-1.1691066126525862,1.208736223638087,-1.125292720815366
5545,42,ALSACE,79,201151,2011-12-19,Hiver,-0.7427108070972023,0.034921740538784676,1.7828294109093716,-1.0328814566476352,-0.3817084896102221,-1.2139196150503155,0.9792055286435829,0.986692037600129
